event_id_cnty,event_date,year,time_precision,disorder_type,event_type,sub_event_type,actor1,assoc_actor_1,inter1,actor2,assoc_actor_2,inter2,interaction,civilian_targeting,iso,region,country,admin1,admin2,admin3,location,latitude,longitude,geo_precision,source,source_scale,notes,fatalities,tags,timestamp
UGA6304,2020-10-07,2020,2,Political violence,Riots,Mob violence,Rioters (Uganda),Vigilante Group (Uganda),Rioters,Civilians (Uganda),,Civilians,Rioters-Civilians,Civilian targeting,800,Eastern Africa,Uganda,Mityana,Mityana,Central Division,Butebi,0.346,31.9963,1,URN (Uganda),National,"Around 7 October 2020 (week of), a lynch mob attacked the residence of a man in Butebi (Mityana district) whom they accused of being involved in an apparent murder of another man from the village. Police intervened, and arrested over 20.",0,crowd size=no report,1739238852
UGA6265,2020-10-06,2020,2,Political violence,Riots,Mob violence,Rioters (Uganda),NUP: National Unity Platform,Rioters,Civilians (Uganda),NRM: National Resistance Movement,Civilians,Rioters-Civilians,Civilian targeting,800,Eastern Africa,Uganda,Kalangala,Kyamuswa,Mazinga,Nkose,-0.7203,32.3077,1,URN (Uganda),National,"Around 6 October 2020 (as reported), four NUP supporters attacked and seriously assaulted an NRM supporter in a bar on Nkose island (Kalangala district), after the NRM supporter had taken the microphone away from the NUP parliamentary candidate at an event on 4 October. Police have arrested the attackers.",0,crowd size=four,1667868638
UGA6263,2020-10-06,2020,2,Demonstrations,Protests,Peaceful protest,Protesters (Uganda),Students (Uganda),Protesters,,,,Protesters only,,800,Eastern Africa,Uganda,Gulu,Gulu,Layibi Division,Layibi,2.7381,32.2927,1,Independent (Uganda),National,"Around 6 October 2020 (as reported), medical students demonstrated at the Gulu College of Health Sciences at Layibi (Gulu district) after the college was not able to accommodate returning students, after having been converted into a coronavirus treatment center.",0,crowd size=no report,1667943765
UGA6264,2020-10-06,2020,1,Demonstrations,Protests,Peaceful protest,Protesters (Uganda),,Protesters,,,,Protesters only,,800,Eastern Africa,Uganda,Mukono,Mukono,Central Division,Mukono,0.3533,32.7553,1,Independent (Uganda),National,"On 6 October 2020, residents protested at the police station in Mukono town (Mukono district), calling for the release of their relatives who were arrested last week in Namanve nature reserve for suspected land grabbing, citing their undue period of detention without charge.",0,crowd size=no report,1737435638
UGA6266,2020-10-06,2020,1,Political violence,Violence against civilians,Attack,Private Security Forces (Uganda),Christian Group (Uganda),External/Other forces,Civilians (Uganda),,Civilians,External/Other forces-Civilians,Civilian targeting,800,Eastern Africa,Uganda,Tororo,Tororo,Western Division,Tororo,0.6928,34.1811,1,URN (Uganda),National,"On 6 October 2020, three private security guards (reported to be operating on the instructions of a local priest) shot and killed a man near Tororo Rock in central Tororo (Tororo district), in what is described as a land dispute. The three guards and the priest have been arrested.",1,,1739840237
UGA6262,2020-10-05,2020,1,Political violence,Violence against civilians,Attack,Military Forces of Uganda (1986-) Local Defense Unit,,State forces,Civilians (Uganda),Police Forces of Uganda (1986-),Civilians,State forces-Civilians,Civilian targeting,800,Eastern Africa,Uganda,Nabilatuk,Pian,Lorengedwat,Nabuin,2.3877,34.5775,2,Chimp Reports; Independent (Uganda),National,"On 5 October 2020, armed men in LDU paramilitary uniforms (and coded as such) shot and wounded an off-duty traffic police officer and his wife near Nabuin/Nabwin (Nakapiripirit district) as they travelled to Moroto hospital. The officer died of his injuries shortly after. There is no clear motive for the attack. Note that one source links Karamajong militia to the attack.",1,,1667868638
UGA6261,2020-10-05,2020,1,Political violence,Violence against civilians,Attack,Military Forces of Uganda (1986-),,State forces,Civilians (Uganda),,Civilians,State forces-Civilians,Civilian targeting,800,Eastern Africa,Uganda,Buliisa,Buliisa,Biiso,Biso,1.7601,31.4187,2,Independent (Uganda),National,"On 5 October 2020, UPDF soldiers from the Marine Brigade fired upon a group who were siphoning fuel from vehicles belonging to a road construction company in Bukuli village in Biso subcounty (Buliisa district), killing one. The colleagues of the victim fled the scene.",1,,1667868638
UGA6260,2020-10-03,2020,2,Demonstrations,Protests,Peaceful protest,Protesters (Uganda),NRM: National Resistance Movement,Protesters,,,,Protesters only,,800,Eastern Africa,Uganda,Tororo,Tororo,Western Division,Tororo,0.6928,34.1811,1,Chimp Reports,National,"Around 3 October 2020 (weekend of), a candidate for the NRM primary elections staged a demonstration with her supporters in Tororo town (Tororo district), to denounce what she described as the deliberate delay in announcing the winner.",0,crowd size=no report,1739840237
UGA6278,2020-10-02,2020,2,Political violence,Battles,Armed clash,Military Forces of Uganda (1986-),Military Forces of Uganda (1986-) Local Defense Unit,State forces,Karamojong Ethnic Militia (Uganda),,Identity militia,State forces-Identity militia,,800,Eastern Africa,Uganda,Agago,Agago,Omiya Pacwa,Omiya Pahcwa,3.2232,33.3806,2,Independent (Uganda),National,"Around 2 October 2020, UPDF and LDU paramilitaries clashed with Karamajong cattle raiders in the area of Omiya Pahcwa (Agago district), killing an unspecified number. Unknown fatalities coded as 3.",3,,1739238852
UGA6255,2020-10-01,2020,1,Political violence,Riots,Mob violence,Rioters (Uganda),NRM: National Resistance Movement,Rioters,Rioters (Uganda),NRM: National Resistance Movement,Rioters,Rioters-Rioters,,800,Eastern Africa,Uganda,Ssembabule,Mawogola,Lwebitakuli,Lwebitakuli,-0.2593,31.3525,2,Independent (Uganda),National,"On 1 October 2020, groups of rival NRM youths clashed at Kiganda in Lwebitakuli subcounty (Ssembabule district), in the context of delayed NRM primary elections. There is no further information.",0,crowd size=no report,1667868638
UGA6254,2020-10-01,2020,1,Political violence,Riots,Mob violence,Rioters (Uganda),NRM: National Resistance Movement,Rioters,Rioters (Uganda),NRM: National Resistance Movement,Rioters,Rioters-Rioters,,800,Eastern Africa,Uganda,Ssembabule,Mawogola,Lugusulu,Lugusulu,0.1064,31.386,2,Independent (Uganda),National,"On 1 October 2020, groups of rival NRM youths clashed in the areas of Kannunga, Rushese and Kizaano in Lugusulu subcounty (Ssembabule district), in the context of delayed NRM primary elections. There is no further information.",0,crowd size=no report,1667868638
UGA6258,2020-10-01,2020,1,Demonstrations,Riots,Violent demonstration,Rioters (Uganda),NRM: National Resistance Movement,Rioters,Police Forces of Uganda (1986-),Military Forces of Uganda (1986-),State forces,State forces-Rioters,,800,Eastern Africa,Uganda,Kabale,Ndorwa,Rubaya,Rwanyana,-1.3563,29.9418,2,Chimp Reports,National,"On 1 October 2020, NRM youth demonstrated in Hamuhambo in the parish of Rwanyana (Kabale district) to denounce delays in announcing primary results, clashing with police, before UPDF fired tear gas at the crowds, and live rounds into the air.",0,crowd size=no report,1712100290
UGA6256,2020-10-01,2020,1,Demonstrations,Riots,Violent demonstration,Rioters (Uganda),NRM: National Resistance Movement,Rioters,Police Forces of Uganda (1986-),,State forces,State forces-Rioters,,800,Eastern Africa,Uganda,Rubanda,Rubanda,Bubaare,Muchachi,-1.2121,29.9365,2,Chimp Reports,National,"On 1 October 2020, NRM youth demonstrated in the Muchachi area of Rubanda district to denounce delays in announcing primary results, clashing with police at Muchachi Trading Center.",0,crowd size=no report,1737435638
UGA6259,2020-10-01,2020,1,Political violence,Riots,Mob violence,Rioters (Uganda),,Rioters,Police Forces of Uganda (1986-),,State forces,State forces-Rioters,,800,Eastern Africa,Uganda,Mukono,Mukono,Goma Division,Seeta,0.3758,32.7056,2,URN (Uganda),National,"On 1 October 2020, police fired live rounds and tear gas to disperse what is described as a syndicate of land grabbers armed with pangas, who had recently encroached on parts of Namanve Central Forest Reserve on the outskirts of Seeta (Mukono district). The report does not indicate that there were any injuries.",0,crowd size=no report,1737435638
UGA6257,2020-10-01,2020,1,Political violence,Violence against civilians,Attack,Karamojong Ethnic Militia (Uganda),,Identity militia,Civilians (Uganda),,Civilians,Identity militia-Civilians,Civilian targeting,800,Eastern Africa,Uganda,Agago,Agago,Omiya Pacwa,Omiya Pahcwa,3.2232,33.3806,2,URN (Uganda),National,"On 1 October 2020, Karamajong raiders attacked the house of the LC1 chairperson of Kurmegi village in Omiya Pahcwa subcounty (Agago district), shooting him in the stomach, and stealing a small number of cattle. LDU paramilitaries were able to take the wounded man to hospital for treatment, and recovered the cattle (as well as army uniforms) from the raiders at nearby Lupuk village.",0,local administrators,1739238852
UGA6253,2020-09-29,2020,1,Demonstrations,Protests,Peaceful protest,Protesters (Uganda),NRM: National Resistance Movement,Protesters,,,,Protesters only,,800,Eastern Africa,Uganda,Rubanda,Rubanda,Rubanda Town Council,Rubanda,-1.1846,29.8517,2,Chimp Reports,National,"On 29 September 2020, hundreds of NRM youths from the far south-west of Uganda marched at an unspecified area of Rubanda East (Rubanda district, coordinates for Rubanda town used at GP2), denouncing the failure of election officials to disclose the outcome of delayed primary elections.",0,crowd size=hundreds,1721086466
UGA6252,2020-09-28,2020,1,Political violence,Riots,Mob violence,Rioters (Uganda),Vigilante Group (Uganda),Rioters,Civilians (Uganda),,Civilians,Rioters-Civilians,Civilian targeting,800,Eastern Africa,Uganda,Ntungamo,Rushenyi,Ngoma,Ngoma,-1.153,30.2133,2,Independent (Uganda),National,"On 28 September 2020, a lynch mob formed at an unspecified location in Ngoma subcounty (Ntungamo district) to attack suspected cattle thieves, killing one and wounding two others. The surviving pair were then forced to carry the body of the deceased to their home area of Kamwezi.",1,crowd size=no report,1667868638
UGA6251,2020-09-26,2020,1,Political violence,Violence against civilians,Attack,Madi Ethnic Militia (Uganda),,Identity militia,Civilians (Uganda),Acholi Ethnic Group (Uganda),Civilians,Identity militia-Civilians,Civilian targeting,800,Eastern Africa,Uganda,Adjumani,East Moyo,Itirikwa,Apaa,3.0009,31.7816,2,URN (Uganda),National,"On 26 September 2020, suspected Madi militia armed with bows and hand weapons attacked the Acholi-inhabited village of Acholiber in the disputed Apaa area (Amuru district), displacing an unspecified number to nearby Punudyang.",0,,1667868638
UGA6250,2020-09-25,2020,2,Political violence,Violence against civilians,Attack,Police Forces of Uganda (1986-),,State forces,Civilians (Uganda),Labor Group (Uganda),Civilians,State forces-Civilians,Civilian targeting,800,Eastern Africa,Uganda,Kampala,Kampala,Central Division,Kampala,0.3156,32.5656,1,Independent (Uganda),National,"Around 25 September 2020 (as reported), police arrested two bodyguards of a MP outside a courthouse in Kampala, beating one of the guards and using pepper spray against him, whilst claiming the bodyguards were not authorized to stand outside the building.",0,,1719274346
UGA6249,2020-09-24,2020,2,Demonstrations,Protests,Peaceful protest,Protesters (Uganda),Farmers (Uganda),Protesters,,,,Protesters only,,800,Eastern Africa,Uganda,Ntungamo,Rushenyi,Rubaare Town Council,Rushenyi,-1.0353,30.1796,1,Independent (Uganda),National,"Around 24 September 2020 (as reported), more than 500 farmers demonstrated in Rushenyi (Ntungamo district), calling for a businessman to honor a substantial amount of money owed to the farmers. The businessman has acknowledged his debt to the farmers, but claims they have exaggerated the total amount owed.",0,crowd size=more than 500,1667868638
UGA6248,2020-09-22,2020,1,Demonstrations,Protests,Peaceful protest,Protesters (Uganda),NUP: National Unity Platform,Protesters,,,,Protesters only,,800,Eastern Africa,Uganda,Kampala,Kampala,Central Division,Kampala,0.3156,32.5656,1,Chimp Reports,National,"On 22 September 2020, unsuccessful candidates in NUP primaries and their supporters demonstrated at the NUP headquarters in Kampala, citing irregularities in the primary elections.",0,crowd size=no report,1719274346
UGA6247,2020-09-21,2020,2,Political violence,Battles,Armed clash,Kitgum Communal Militia (Uganda),,Identity militia,Karamojong Ethnic Militia (Uganda),,Identity militia,Identity militia-Identity militia,,800,Eastern Africa,Uganda,Kitgum,Chua,Orom,Agoromin,3.3599,33.4876,2,URN (Uganda),National,"Around 21 September 2020 (as reported), local militia attacked three suspected Karamajong raiders who were scouting for cattle at Kamanding in Lolwa parish (Kitgum district, coordinates for nearby Agoromin used at GP2), killing one raider.",1,,1739238852
UGA6246,2020-09-19,2020,1,Demonstrations,Riots,Violent demonstration,Rioters (Uganda),NRM: National Resistance Movement,Rioters,Police Forces of Uganda (1986-),,State forces,State forces-Rioters,,800,Eastern Africa,Uganda,Kanungu,Kinkizi,Kambuga,Katojo Trading Centre,-0.8268,29.7857,1,URN (Uganda),National,"On 19 September 2020, supporters of an NRM candidate who failed to secure the party nomination in recent primaries demonstrated against alleged irregularities at Katojo Trading Centre (Kanungu district), barricading the main road with stones and burning tires. Police fired live rounds in the air, and used tear gas to disperse the demonstrators. 5 were arrested.",0,crowd size=at least 5,1667868638
UGA6243,2020-09-18,2020,1,Demonstrations,Protests,Protest with intervention,Protesters (Uganda),,Protesters,Police Forces of Uganda (1986-),,State forces,State forces-Protesters,,800,Eastern Africa,Uganda,Kabale,Kabale,Northern Division,Kabale,-1.2483,29.9897,2,Chimp Reports; Daily Monitor (Uganda),National,"On 18 September 2020, Ugandan police forces fired bullets and used tear gas to disperse protesters who had gathered in multiple locations around Kabale (Kabale), all protesting the defeat of their candidate in the elections.",0,crowd size=no report,1737435638
UGA6242,2020-09-17,2020,1,Demonstrations,Protests,Protest with intervention,Protesters (Uganda),,Protesters,Police Forces of Uganda (1986-),,State forces,State forces-Protesters,,800,Eastern Africa,Uganda,Ntungamo,Rushenyi,Rubaare Town Council,Rushenyi,-1.0353,30.1796,2,Daily Monitor (Uganda),National,"On 17 September 2020, Ugandan police forces arrested at least 10 demonstrators in Rubaare Town (Ntungamo) who were gathered to protest the results of the elections.",0,crowd size=no report,1667868638
UGA6241,2020-09-17,2020,1,Demonstrations,Riots,Violent demonstration,Rioters (Uganda),PP: People Power,Rioters,Police Forces of Uganda (1986-),,State forces,State forces-Rioters,,800,Eastern Africa,Uganda,Kampala,Kampala,Kawempe Division,Kamwokya,0.3456,32.5819,1,Independent (Uganda); URN (Uganda),National,"On 17 September 2020, People Power supporters blocked a road at Kamwokya (Kampala) with burning tires, to demonstrate against the failure of the police to apprehend a suspect connected to two shootings in Kampala. Police used tear gas, rubber bullets and live rounds, and arrested at least 20 people. A teenage market vendor (who was not involved in the demonstration) suffered a broken leg when police shot her with a rubber bullet, reportedly after People Power supporters had already been dispersed.",0,crowd size=at least 20,1710202865
UGA6240,2020-09-17,2020,1,Demonstrations,Riots,Violent demonstration,Rioters (Uganda),,Rioters,Police Forces of Uganda (1986-),,State forces,State forces-Rioters,,800,Eastern Africa,Uganda,Kabale,Kabale,Northern Division,Kabale,-1.2483,29.9897,2,Daily Monitor (Uganda),National,"On 17 September 2020, Ugandan police forces used tear gas, live bullets, and batons to disperse demonstrators who were burning tires, throwing stones, and stopping traffic in Rwahi Township near Kabale, demonstrating against election results.",0,crowd size=no report,1737435638
UGA6245,2020-09-16,2020,2,Political violence,Riots,Mob violence,Rioters (Uganda),Vigilante Group (Uganda),Rioters,Civilians (Uganda),Police Forces of Uganda (1986-),Civilians,Rioters-Civilians,Civilian targeting,800,Eastern Africa,Uganda,Ssembabule,Mawogola,Lwebitakuli,Lwebitakuli,-0.2593,31.3525,2,Chimp Reports,National,"Around 16 September 2020 (week of), a lynch mob attempted to kill a man accused of practicing witchcraft at Nankondo village in Lwebitakuli parish (Ssembabule district), burning down his house. Police intervened and fired live rounds into the mob, killing one and wounding two others. The officer has been arrested.",1,crowd size=at least 3,1667868638
UGA6238,2020-09-16,2020,2,Political violence,Riots,Mob violence,Rioters (Uganda),,Rioters,Rioters (Uganda),,Rioters,Rioters-Rioters,,800,Eastern Africa,Uganda,Hoima,Hoima,Kahoora Divison,Hoima,1.4356,31.3436,1,New Vision (Uganda),National,"Around 16 September 2020 (as reported), Ugandan police forces used tear gas to disperse rioters at two polling stations in Hoima (Hoima). The violence was election related.",0,crowd size=no report,1667943765
UGA6239,2020-09-16,2020,1,Demonstrations,Riots,Violent demonstration,Rioters (Uganda),,Rioters,Police Forces of Uganda (1986-),,State forces,State forces-Rioters,,800,Eastern Africa,Uganda,Ntungamo,Rushenyi,Ngoma,Rwentobo,-1.1894,30.1947,1,Chimp Reports; Daily Monitor (Uganda),National,"On 16 September 2020, Ugandan police forces shot live bullets in the air to disperse the approximately 500 demonstrators who gathered in Rwentobo (Ntungamo) to demonstrate against the electoral commission chairperson's decision to cancel the victor of the race for party flag bearer. The demonstrators were burning tires and throwing stones for around 45 minutes before being dispersed by police.",0,crowd size=about 500,1719274346
UGA6237,2020-09-16,2020,2,Demonstrations,Riots,Violent demonstration,Rioters (Uganda),,Rioters,Police Forces of Uganda (1986-),,State forces,State forces-Rioters,,800,Eastern Africa,Uganda,Busia,Busia,Eastern Division,Busia,0.4658,34.0922,1,URN (Uganda),National,"Around 16 September 2020 (as reported), Ugandan police forces used live bullets to disperse voters who were turned away from a polling station in Busia (Busia) and then turned violent.",0,crowd size=no report,1727134609
UGA6235,2020-09-15,2020,1,Demonstrations,Protests,Protest with intervention,Protesters (Uganda),,Protesters,Police Forces of Uganda (1986-),,State forces,State forces-Protesters,,800,Eastern Africa,Uganda,Kampala,Kampala,Kawempe Division,Kamwokya,0.3456,32.5819,1,Independent (Uganda); URN (Uganda),National,"On 15 September 2020, Ugandan police forces used tear gas to disperse demonstrators who gathered in Kamwokya (Kampala) to demonstrate against the failure of the police to apprehend a suspect connected to two shootings in Kampala.",0,crowd size=no report,1710202865
UGA6234,2020-09-15,2020,1,Demonstrations,Protests,Protest with intervention,Protesters (Uganda),,Protesters,Police Forces of Uganda (1986-),,State forces,State forces-Protesters,,800,Eastern Africa,Uganda,Iganga,Kigulu,Nawanyingi,Bugumba,0.6294,33.4765,1,New Vision (Uganda),National,"On 15 September 2020, Ugandan police forces used tear gas to disperse protesters who gathered in Bugumba (Iganga) to protest a delay in announcing elections results, with at least 1 injury.",0,crowd size=no report,1719274346
UGA9154,2020-09-15,2020,2,Political violence,Riots,Mob violence,Rioters (Uganda),Madi Ethnic Group (South Sudan),Rioters,Rioters (South Sudan),Refugees/IDPs (South Sudan),Rioters,Rioters-Rioters,,800,Eastern Africa,Uganda,Madi Okollo,Madi Okollo,Rhino Camp,Rhino Camp,2.9729,31.3956,1,Weekly Observer,National,"Around 15 September 2020 (as reported), a mob fight erupted between a group of residents from the Madi community and South Sudanese refugees in Rhino Camp (Madi Okollo, Madi Okollo). 10 people were killed from both sides of the rivalry.",10,crowd size=no report,1722903365
UGA6236,2020-09-15,2020,2,Demonstrations,Riots,Violent demonstration,Rioters (Uganda),,Rioters,,,,Rioters only,,800,Eastern Africa,Uganda,Kampala,Kampala,Makindye Division,Makindye,0.2833,32.5833,1,URN (Uganda),National,"Around 15 September 2020 (as reported), demonstrators rioted over allegations that ineligible voters were able to vote in Makindye (Kampala).",0,crowd size=no report,1736846020
UGA6233,2020-09-14,2020,2,Demonstrations,Riots,Violent demonstration,Rioters (Uganda),,Rioters,Police Forces of Uganda (1986-),,State forces,State forces-Rioters,,800,Eastern Africa,Uganda,Soroti,Soroti,Soroti,Soroti,1.6856,33.6164,1,URN (Uganda); Independent (Uganda),National,"Around 14 September 2020 (as reported), Ugandan police forces used tear gas to disperse voters who reportedly became violent after accusations that one candidate bussed in voters in Soroti (Soroti).",0,crowd size=no report,1667868638
UGA6231,2020-09-14,2020,1,Political violence,Riots,Mob violence,Rioters (Uganda),,Rioters,Police Forces of Uganda (1986-),,State forces,State forces-Rioters,,800,Eastern Africa,Uganda,Bugiri,Bugiri,Western Division,Bugiri,0.5714,33.7417,1,Independent (Uganda),National,"On 14 September 2020, Ugandan police forces opened fire on voters who were fighting at a polling station in Bugiri (Bugiri), injuring 2 women.",0,crowd size=no report,1667943765
UGA6232,2020-09-14,2020,1,Political violence,Riots,Mob violence,Rioters (Uganda),,Rioters,Rioters (Uganda),,Rioters,Rioters-Rioters,,800,Eastern Africa,Uganda,Wakiso,Kira,Kira Division,Bulindo,0.4297,32.6408,1,Independent (Uganda),National,"On 14 September 2020, Ugandan police forces used tear gas and live fire against demonstrators after clashes broke out between supporters of opposing parties at a polling station in Bulindo (Wakiso) after the registrar substituted the register with an exercise book. Fatalities or injuries were not reported.",0,crowd size=no report,1737435638
UGA6230,2020-09-13,2020,1,Political violence,Violence against civilians,Attack,Police Forces of Uganda (1986-),,State forces,Civilians (Uganda),Women (Uganda),Civilians,State forces-Civilians,Civilian targeting,800,Eastern Africa,Uganda,Jinja,Jinja,Central Division,Jinja,0.4389,33.2031,2,URN (Uganda); Independent (Uganda),National,"On 13 September 2020, the National Unity Platform (NUP) Women Coordinator was allegedly tortured by Ugandan police forces at an undisclosed location around Jinja for wearing a red beret in public, which is considered official army attire.",0,women targeted: political party supporters,1667943765
UGA6224,2020-09-11,2020,2,Demonstrations,Protests,Peaceful protest,Protesters (Uganda),Teachers (Uganda),Protesters,,,,Protesters only,,800,Eastern Africa,Uganda,Kampala,Kampala,Central Division,Kololo,0.3331,32.593,1,URN (Uganda),National,"Around 11 September 2020 (as reported), dozens of teachers demonstrated outside the Anti Corruption Court in Kololo (Kampala) against the court granting bail to 4 suspects alleged to have embezzled funds that were intended to aid private school teachers who have lost income during coronavirus.",0,crowd size=dozens,1667868638
UGA6229,2020-09-11,2020,1,Political violence,Riots,Mob violence,Rioters (Uganda),Vigilante Group (Uganda),Rioters,Civilians (South Sudan),Refugees/IDPs (South Sudan),Civilians,Rioters-Civilians,Civilian targeting,800,Eastern Africa,Uganda,Madi Okollo,Madi Okollo,Rhino Camp,Rhino Camp,2.9729,31.3956,1,New Vision (Uganda); Chimp Reports; URN (Uganda),National,"On 11 September 2020, a mob organized and attacked the Rhino Camp (Arua district) after a man told his relatives that refugees from the camp assaulted him. The mob then went to the camp and killed 10 South Sudanese refugees.",10,crowd size=no report,1667868638
UGA6223,2020-09-11,2020,1,Demonstrations,Riots,Violent demonstration,Rioters (Uganda),,Rioters,,,,Rioters only,,800,Eastern Africa,Uganda,Gulu,Gulu,Pece Division,Gulu,2.7667,32.3056,1,URN (Uganda),National,"On 11 September 2020, demonstrators engaged in violent demonstrations in the city of Gulu (Gulu district) after discrepancies in the election in which a tallying center recorded 2000 voters but the polling station recorded only 100 registered voters.",0,crowd size=no report,1667943765
UGA6227,2020-09-11,2020,1,Demonstrations,Protests,Protest with intervention,Protesters (Uganda),,Protesters,Police Forces of Uganda (1986-),,State forces,State forces-Protesters,,800,Eastern Africa,Uganda,Wakiso,Nansana,Nabweru Division,Maganjo,0.3954,32.5525,2,URN (Uganda),National,"On 11 September 2020, Ugandan police forces fired tear gas to disperse demonstrators who gathered in Nabweru near Maganjo (Nansana Municipality) to demonstrate against not being allowed to vote because they were not in the party register.",0,crowd size=no report,1667943765
UGA6226,2020-09-11,2020,1,Political violence,Riots,Mob violence,Rioters (Uganda),,Rioters,Civilians (Uganda),,Civilians,Rioters-Civilians,Civilian targeting,800,Eastern Africa,Uganda,Lwengo,Bukoto,Lwengo,Lwengo,-0.4161,31.4081,2,URN (Uganda),National,"On 11 September 2020, youths wielding clubs entered a polling station and assaulted an election officer in Musubiro Village in Lwengo district after arguing with elections officials about opening the polling station. Sources allege the youth proceeded to go to nearby polling stations in the area to intimidate voters that don't support their candidate.",0,crowd size=no report,1712095453
UGA6225,2020-09-11,2020,1,Demonstrations,Riots,Violent demonstration,Rioters (Uganda),,Rioters,Police Forces of Uganda (1986-),,State forces,State forces-Rioters,,800,Eastern Africa,Uganda,Lira,Lira,Ojwina Division,Lira,2.2426,32.8913,1,URN (Uganda),National,"On 11 September 2020, Ugandan police forces fired teargas and live bullets to disperse demonstrators who gathered in the city of Lira (Lira district) to demonstrate against the results of the local election. Demonstrators allegedly started throwing stones at supporters for the winning candidate, while police were accused of beating a bystander and a candidate in the elections.",0,crowd size=no report,1736846020
UGA6220,2020-09-10,2020,1,Demonstrations,Protests,Protest with intervention,Protesters (Uganda),,Protesters,Police Forces of Uganda (1986-),,State forces,State forces-Protesters,,800,Eastern Africa,Uganda,Butaleja,Bunyole,Butaleja Town Council,Butaleja,0.9155,33.9541,1,Independent (Uganda); URN (Uganda),National,"On 10 September 2020, demonstrators camped outside the district headquarters in Butaleja (Butaleja district), after election officials announced an NRM party member as a winner instead of the candidate they voted for. Sources report that the demonstrators also had run-ins with police, but do not describe the nature of the interactions.",0,crowd size=no report,1714445675
UGA6222,2020-09-10,2020,1,Demonstrations,Protests,Peaceful protest,Protesters (Uganda),NRM: National Resistance Movement,Protesters,,,,Protesters only,,800,Eastern Africa,Uganda,Luwero,Katikamu,Wobulenzi Town Council,Wobulenzi,0.7204,32.5286,2,Daily Monitor (Uganda),National,"On 10 September 2020, National Resistance Movement (NRM) party supporters demonstrated the results of the primary elections and cut off traffic on the Kampala-Gulu highway near Wobulenzi Town (Luwero).",0,crowd size=no report,1731979405
UGA6221,2020-09-10,2020,1,Strategic developments,Strategic developments,Looting/property destruction,Unidentified Armed Group (Uganda),,Political militia,Civilians (Uganda),Government of Uganda (1986-),Civilians,Political militia-Civilians,,800,Eastern Africa,Uganda,Mukono,Mukono,Central Division,Mukono,0.3533,32.7553,1,Independent (Uganda),National,"On 10 September 2020, two armed men from an unidentified armed group broke into the home of a Ugandan government spokesman in Mukono (Mukono district), holding his family in a room while looting the house.",0,,1737435638
UGA6219,2020-09-08,2020,1,Demonstrations,Protests,Protest with intervention,Protesters (Uganda),NUP: National Unity Platform,Protesters,Police Forces of Uganda (1986-),,State forces,State forces-Protesters,,800,Eastern Africa,Uganda,Hoima,Hoima,Kahoora Divison,Hoima,1.4356,31.3436,1,URN (Uganda),National,"On 8 September 2020, Ugandan police forces used tear gas to disperse demonstrators in Hoima (Hoima district), who were demonstrating against the dispersal of a NUP political party meeting earlier that day.",0,crowd size=no report,1667943765
UGA6218,2020-09-07,2020,1,Demonstrations,Protests,Protest with intervention,Protesters (Uganda),,Protesters,Police Forces of Uganda (1986-),,State forces,State forces-Protesters,,800,Eastern Africa,Uganda,Ntungamo,Rushenyi,Rubaare Town Council,Rushenyi,-1.0353,30.1796,1,Daily Monitor (Uganda),National,"On 7 September 2020, Ugandan police forces used tear gas to disperse demonstrators who gathered in Rushenyi (Ntungamo district) to demonstrate against the detention of the State Minister for Labour Mwesigwa Rukutana.",0,crowd size=no report,1667868638
UGA6215,2020-09-07,2020,1,Demonstrations,Protests,Peaceful protest,Protesters (Uganda),Health Workers (Uganda),Protesters,,,,Protesters only,,800,Eastern Africa,Uganda,Manafwa,Bubulo,Buwangani Town Council,Bududa,1.0035,34.3345,1,URN (Uganda),National,"On 7 September 2020, Village Health Team members from around Bududa stormed Bududa District Headquarters in Bududa (Bududa district) to demonstrate against the non-payment of allowances for their mosquito net distributions.",0,crowd size=no report,1667868638
UGA6295,2020-09-07,2020,1,Political violence,Violence against civilians,Attack,Private Security Forces (Uganda),Police Forces of Uganda (1986-),External/Other forces,Civilians (Uganda),,Civilians,External/Other forces-Civilians,Civilian targeting,800,Eastern Africa,Uganda,Kiryandongo,Kibanda,Kiryandongo Town Council,Kiryandongo,1.8763,32.0623,2,Front Line Defenders,Local partner-Other,"On 7 September 2020, police and security guards from the Great Season Company entered land belonging to an activist in or near Kiryandongo town (Kiryandongo district), beating him and other members of the community who were present at the same time. The attack comes amid reports of land grabbing by three companies in the district.",0,,1667868638
UGA6216,2020-09-07,2020,1,Demonstrations,Protests,Peaceful protest,Protesters (Uganda),Health Workers (Uganda),Protesters,,,,Protesters only,,800,Eastern Africa,Uganda,Kumi,Kumi,Northern Divison,Kumi,1.489,33.9361,1,Daily Monitor (Uganda),National,"On 7 September 2020, junior staff at Ongino Hospital went on strike and demonstrated in front of the hospital in Kumi (Kumi) because of delays in the payment of salaries.",0,crowd size=no report,1667943765
UGA6217,2020-09-07,2020,1,Demonstrations,Protests,Protest with intervention,Protesters (Uganda),,Protesters,Police Forces of Uganda (1986-),Military Forces of Uganda (1986-),State forces,State forces-Protesters,,800,Eastern Africa,Uganda,Rubanda,Rubanda,Rubanda Town Council,Rubanda,-1.1846,29.8517,1,Independent (Uganda); URN (Uganda),National,"On 7 September 2020, Ugandan police forces and Ugandan military forces blocked demonstrators attempting to access the National Resistance Movement office in Rubanda district. The demonstrators gathered because they felt that the NRM Party win in the election was not legitimate.",0,crowd size=no report,1721086466
